date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:44	11870/11870	---M-Z	200	added ('OK')	application/javascript	etag:%220b35778df1d11:0%22	https://www.hopitaux-sarreguemines.fr/Scripts/ResponsiveSlider/responsiveslides.js	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Scripts/ResponsiveSlider/responsiveslides.js	(from https://www.hopitaux-sarreguemines.fr/)
16:02:44	1826/1826	---MC-	200	added ('OK')	text/css	date:Fri,%2004%20Jul%202025%2014:02:44%20GMT	https://fonts.googleapis.com/css?family=Montserrat:400,500,600,700|Open+Sans:400,400i,700,700i	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/fonts.googleapis.com/csscaf0.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:45	56842/56842	---M-Z	200	added ('OK')	text/css	etag:%2233677c9429ed51:0%22	https://www.hopitaux-sarreguemines.fr/Style/FontAwesome/css/all.min.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Style/FontAwesome/css/all.min.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:45	39290/39290	---M-Z	200	added ('OK')	text/css	etag:%22ab80b44efdadb1:0%22	https://www.hopitaux-sarreguemines.fr/Style/Style.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Style/Style.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:45	13230/13230	---M-Z	200	added ('OK')	text/css	etag:%22fb6735bebcf7d51:0%22	https://www.hopitaux-sarreguemines.fr/Style/StyleCK.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Style/StyleCK.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:46	12074/12074	---M-Z	200	added ('OK')	text/css	etag:%225c387f24cda1:0%22	https://www.hopitaux-sarreguemines.fr/Style/Master.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Style/Master.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:46	23440/23440	---M-Z	200	added ('OK')	text/css	etag:%2261f58b48b74cd71:0%22	https://www.hopitaux-sarreguemines.fr/Ght_sarreguemines.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ght_sarreguemines.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:46	969/969	---M-Z	200	added ('OK')	text/css	etag:%22075fbc4ae4cd21:0%22	https://www.hopitaux-sarreguemines.fr/Style/Slideshow.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Style/Slideshow.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:47	11583/11583	---M-Z	200	added ('OK')	text/css	etag:%222bf680bb8e4cd71:0%22	https://www.hopitaux-sarreguemines.fr/Style/Accueil.css	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Style/Accueil.css	(from https://www.hopitaux-sarreguemines.fr/)
16:02:47	23063/23063	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202019%2002:54:03%20GMT	https://www.hopitaux-sarreguemines.fr/WebResource.axd?d=9cAV11wUu06OHi1K-AW_fgHb9FE3w-PlHtUoWuRge30U5iZwftlCl_Y-jF3AHUms7KQjcp9fln6bGf9LO_6G1sStd0V93XWHzGmeXY-DtvA1&t=637110284437816177	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/WebResourcebcc9.js	(from https://www.hopitaux-sarreguemines.fr/)
16:02:48	357825/357825	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2004%20Jul%202025%2007:16:39%20GMT	https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=1z6J2j_mXp0nz1DoNxCyWxVp49prDP0hzhZK9tQDNhJ_XtntM5ofbpOPl_y4WSnJkz8xuxKGfSCwm2F-VJnyZ8N0tqQFzdBhm0fIoIN6Ypiypp5GuohBou6dCmKYfLKKTBc9_ptYV__IyJeUUHZfNg2&t=ffffffffe3663df5	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/ScriptResource7d10.js	(from https://www.hopitaux-sarreguemines.fr/)
16:02:48	95640/95640	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2004%20Jul%202025%2007:16:39%20GMT	https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=lj-HLEmHQXhTPi-OLl3kMfyVl30vq80wr-Ps19Zw_TYZ3X3hzJjfcBNa_Lkm0nWT2oE8qw3Jcv_XEx2FLZfiwaCvoFOlKGOdAmOZJRZH1HPV6wUN181YrwnlWnviB7jw-nEw-DAkw50FHcLmfdheHQ2&t=ffffffffe3663df5	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/ScriptResource7fe4.js	(from https://www.hopitaux-sarreguemines.fr/)
16:02:49	86163/86163	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:46%20GMT	https://www.hopitaux-sarreguemines.fr/accueil.aspx	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/accueil.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:49	12758/12758	---M--	200	added ('OK')	image/jpeg	etag:%22c2a12d5413acd51:0%22	https://www.hopitaux-sarreguemines.fr/images/default/logos_h70.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/default/logos_h70.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:02:49	67764/67764	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:47%20GMT	https://www.hopitaux-sarreguemines.fr/urgences/2/64	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/urgences/2/64.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:50	84945/84945	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:48%20GMT	https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:51	62713/62713	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:48%20GMT	https://www.hopitaux-sarreguemines.fr/Offre-de-soins/2/68	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Offre-de-soins/2/68.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:51	140/140	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:48%20GMT	https://www.hopitaux-sarreguemines.fr/Consultations/3/75	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Consultations/3/75.1f.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:51	67436/67436	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:50%20GMT	https://www.hopitaux-sarreguemines.fr/Consultations/3/75/116	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Consultations/3/75/116.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:52	141/141	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:50%20GMT	https://www.hopitaux-sarreguemines.fr/Hospitalisation/3/57	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Hospitalisation/3/57.21.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:52	142161/142161	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:50%20GMT	https://www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/78	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/78.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:52	144/144	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:51%20GMT	https://www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77.23.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:53	70515/70515	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:51%20GMT	https://www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77/121	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77/121.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:54	21632/21632	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2004%20Jul%202025%2014:02:52%20GMT	https://www.hopitaux-sarreguemines.fr/r%c3%a8glementation/2/37	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/r%c3%a8glementation/2/37.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:54	139/139	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:52%20GMT	https://www.hopitaux-sarreguemines.fr/Satisfaction/3/38	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Satisfaction/3/38.26.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:54	84520/84520	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:52%20GMT	https://www.hopitaux-sarreguemines.fr/Satisfaction/3/38/110	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Satisfaction/3/38/110.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:55	95507/95507	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:53%20GMT	https://www.hopitaux-sarreguemines.fr/comite-ethique/2/89	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/comite-ethique/2/89.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:55	162/162	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:53%20GMT	https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95.29.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:56	71683/71683	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:53%20GMT	https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/147	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/147.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:56	149/149	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:54%20GMT	https://www.hopitaux-sarreguemines.fr/Professionnels-de-sante/3/31	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Professionnels-de-sante/3/31.2b.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:57	66966/66966	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:54%20GMT	https://www.hopitaux-sarreguemines.fr/Professionnels-de-sante/3/31/50	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Professionnels-de-sante/3/31/50.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:57	65293/65293	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:56%20GMT	https://www.hopitaux-sarreguemines.fr/Emploi/7/32	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Emploi/7/32.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:58	68440/68440	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:56%20GMT	https://www.hopitaux-sarreguemines.fr/signalement-des-violences-et-du-harcelement/2/88	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/signalement-des-violences-et-du-harcelement/2/88.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:58	138/138	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:56%20GMT	https://www.hopitaux-sarreguemines.fr/Fournisseurs/3/34	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Fournisseurs/3/34.2f.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:59	67188/67188	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:57%20GMT	https://www.hopitaux-sarreguemines.fr/Fournisseurs/3/34/47	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Fournisseurs/3/34/47.html	(from https://www.hopitaux-sarreguemines.fr/)
16:02:59	12758/12758	---M--	200	added ('OK')	image/jpeg	etag:%22c2a12d5413acd51:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/logos_h70.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/logos_h70-2.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:02:59	146/146	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:57%20GMT	https://www.hopitaux-sarreguemines.fr/Prendre-rendez-vous/3/74	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Prendre-rendez-vous/3/74.32.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:02:59	133/133	---M--	302	error ('Found')	text/html	date:Fri,%2004%20Jul%202025%2014:02:57%20GMT	https://www.hopitaux-sarreguemines.fr/Prendre-rendez-vous/3/74/114	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Prendre-rendez-vous/3/74/114.33.delayed	(from https://www.hopitaux-sarreguemines.fr/)
16:03:00	160376/160376	---M--	200	added ('OK')	image/jpeg	etag:%22bc54702dfc99d51:0%22	https://www.hopitaux-sarreguemines.fr/Images/Accueil/Slideshow/bandeau_sarreguemines.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Images/Accueil/Slideshow/bandeau_sarreguemines.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:03:00	86163/86163	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:02:58%20GMT	https://www.hopitaux-sarreguemines.fr/Accueil.aspx	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Accueil-2.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:01	2996/2996	---M--	200	added ('OK')	image/png	etag:%2201c363c8edcf1:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/Maison.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/Maison.png	(from https://www.hopitaux-sarreguemines.fr/)
16:03:01	3220/3220	---M--	200	added ('OK')	image/png	etag:%2206c859c8edcf1:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/print.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/print.png	(from https://www.hopitaux-sarreguemines.fr/)
16:03:01	2948/2948	---M--	200	added ('OK')	image/png	etag:%2280949f78c8edcf1:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/AMoins.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/AMoins.png	(from https://www.hopitaux-sarreguemines.fr/)
16:03:02	2949/2949	---M--	200	added ('OK')	image/png	etag:%220ed2385c8edcf1:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/A.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/A.png	(from https://www.hopitaux-sarreguemines.fr/)
16:03:02	3013/3013	---M--	200	added ('OK')	image/png	etag:%22802c166fc8edcf1:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/APlus.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/APlus.png	(from https://www.hopitaux-sarreguemines.fr/)
16:03:03	241867/241867	---M--	200	added ('OK')	image/jpeg	etag:%2244d0c91060e2d91:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/OFFRE-DE-SOINS-2023-min.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/OFFRE-DE-SOINS-2023-min.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:03:03	122468/122468	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:01%20GMT	https://www.hopitaux-sarreguemines.fr/offres-de-soins/5/65	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/offres-de-soins/5/65.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:04	123589/123589	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:03%20GMT	https://www.hopitaux-sarreguemines.fr/Offre-soins/5/55	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Offre-soins/5/55.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:05	682697/682697	---M--	200	added ('OK')	image/jpeg	etag:%22f9daf1387cda1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/SLI/CHS%20JUILLET%2020212023103115333205.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/SLI/CHS%20JUILLET%2020212023103115333205.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:03:05	165685/165685	---M--	200	added ('OK')	image/jpeg	etag:%226078ad3f7cda1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/SLI/CH%20MAI%2020192023103115334334.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/SLI/CH%20MAI%2020192023103115334334.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:03:05	606271/606271	---M--	200	added ('OK')	image/jpeg	etag:%22582a4f467cda1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/SLI/BITCHE%20JUILLET%2020212023103115335447.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/SLI/BITCHE%20JUILLET%2020212023103115335447.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:03:06	70566/70566	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:04%20GMT	https://www.hopitaux-sarreguemines.fr/Presentation/2/60	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Presentation/2/60.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:06	70249/70249	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:04%20GMT	https://www.hopitaux-sarreguemines.fr/Direction/2/61	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Direction/2/61.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:07	71889/71889	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:05%20GMT	https://www.hopitaux-sarreguemines.fr/presentation/2/62	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/presentation/2/62.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:07	167419/167419	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:05%20GMT	https://www.hopitaux-sarreguemines.fr/presentation/2/63	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/presentation/2/63.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:07	42733/42733	---M--	200	added ('OK')	image/jpeg	etag:%223eee828d79ad51:0%22	https://www.hopitaux-sarreguemines.fr/images/accueil/RDV.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/accueil/RDV.jpg	(from https://www.hopitaux-sarreguemines.fr/)
16:03:08	168546/168546	---M--	200	added ('OK')	image/png	etag:%22fe974e48133dd71:0%22	https://www.hopitaux-sarreguemines.fr/images/accueil/frais_sante_sarreguemines.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/accueil/frais_sante_sarreguemines.png	(from https://www.hopitaux-sarreguemines.fr/)
16:03:08	64035/64035	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:06%20GMT	https://www.hopitaux-sarreguemines.fr/Regler-soins/2/24	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Regler-soins/2/24.html	(from https://www.hopitaux-sarreguemines.fr/)
16:03:08	34275/34275	---M--	200	added ('OK')	image/jpeg	etag:%22bfd2df77d79ad51:0%22	https://www.hopitaux-sarreguemines.fr/images/accueil/radio.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/accueil/radio.jpg	(from https://www.hopitaux-sarreguemines.fr/)
